app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/code,weather/icon,weather/description,wind_dir,wind_gust_spd,wind_spd
29.3,299.02,87,22,22.78,187.64,1.87,30,d,0,1024.75,final,74,1025.55,0,34,27,2018-07-04T20:15:00,2018-07-05T00:15:00,1530749700,0.7,16,804,c04n,Overcast clouds,155,2.8,2.6
29,301.49,87,22.1,15.19,125.1,-0.56,20,d,0,1024.7,final,75,1025.6,0,22,26.9,2018-07-04T20:30:00,2018-07-05T00:30:00,1530750600,0,16,804,c04n,Overcast clouds,145,2.8,2.6
28.8,303.95,87,22.1,7.59,62.55,-2.99,10,d,0,1024.65,final,76,1025.6499,0,11,26.7,2018-07-04T20:45:00,2018-07-05T00:45:00,1530751500,0,16,804,c04n,Overcast clouds,140,2.8,2.6
28.8,306.42,87,22.1,0,0,-5.41,0,n,0,1024.6,final,76,1025.7,0,0,26.7,2018-07-04T21:00:00,2018-07-05T01:00:00,1530752400,0,16,804,c04n,Overcast clouds,145,2.5,2.32
28.8,309.2,87,22.1,0,0,-7.53,0,n,0,1024.775,final,76,1025.825,0,0,26.7,2018-07-04T21:15:00,2018-07-05T01:15:00,1530753300,0,16,804,c04n,Overcast clouds,145,2.1,2.04
28.8,311.97,87,22.1,0,0,-9.64,0,n,0,1024.95,final,76,1025.95,0,0,26.7,2018-07-04T21:30:00,2018-07-05T01:30:00,1530754200,0,16,804,c04n,Overcast clouds,150,1.8,1.77
28.8,314.75,87,22.1,0,0,-11.76,0,n,0,1025.125,final,76,1026.075,0,0,26.7,2018-07-04T21:45:00,2018-07-05T01:45:00,1530755100,0,16,804,c04n,Overcast clouds,150,1.6,1.5
27.2,317.52,87,22,0,0,-13.87,0,n,0,1025.3,final,76,1026.2,0,0,26.6,2018-07-04T22:00:00,2018-07-05T02:00:00,1530756000,0,16,804,c04n,Overcast clouds,145,1.7,1.65
27.1,320.69,87,22.3,0,0,-15.55,0,n,0,1025.3,final,78,1026.225,0,0,26.4,2018-07-04T22:15:00,2018-07-05T02:15:00,1530756900,0,16,804,c04n,Overcast clouds,135,1.9,1.8
27,323.85,87,22.3,0,0,-17.23,0,n,0,1025.3,final,79,1026.25,0,0,26.3,2018-07-04T22:30:00,2018-07-05T02:30:00,1530757800,0,16,804,c04n,Overcast clouds,130,2,1.95
26.9,327.02,87,22.4,0,0,-18.91,0,n,0,1025.3,final,80,1026.275,0,0,26.1,2018-07-04T22:45:00,2018-07-05T02:45:00,1530758700,0,16,804,c04n,Overcast clouds,120,2.2,2.1
26.8,330.18,78,22.7,0,0,-20.59,0,n,0,1025.3,final,82,1026.3,0,0,26,2018-07-04T23:00:00,2018-07-05T03:00:00,1530759600,0,16,804,c04n,Overcast clouds,125,2.2,2.1
26.6,333.74,68,22.5,0,0,-21.69,0,n,0,1025.2251,final,82,1026.2001,0,0,25.9,2018-07-04T23:15:00,2018-07-05T03:15:00,1530760500,0,16,803,c03n,Broken clouds,130,2.2,2.1
26.5,337.29,59,22.6,0,0,-22.79,0,n,0,1025.15,final,83,1026.1001,0,0,25.7,2018-07-04T23:30:00,2018-07-05T03:30:00,1530761400,0,16,803,c03n,Broken clouds,135,2.2,2.1
26.4,340.85,50,22.7,0,0,-23.89,0,n,0,1025.075,final,84,1026,0,0,25.6,2018-07-04T23:45:00,2018-07-05T03:45:00,1530762300,0,16,803,c03n,Broken clouds,140,2.2,2.1
26.2,344.4,50,22.5,0,0,-24.99,0,n,0,1025,final,84,1025.9,0,0,25.4,2018-07-05T00:00:00,2018-07-05T04:00:00,1530763200,0,16,803,c03n,Broken clouds,150,2.2,2.1
26.1,348.22,50,22.6,0,0,-25.39,0,n,0,1025.025,final,85,1025.8875,0,0,25.3,2018-07-05T00:15:00,2018-07-05T04:15:00,1530764100,0,16,803,c03n,Broken clouds,155,2.2,2.1
26,352.04,50,22.6,0,0,-25.79,0,n,0,1025.05,final,86,1025.875,0,0,25.1,2018-07-05T00:30:00,2018-07-05T04:30:00,1530765000,0,16,803,c03n,Broken clouds,165,2.2,2.1
25.8,355.85,50,22.7,0,0,-26.18,0,n,0,1025.075,final,87,1025.8625,0,0,25,2018-07-05T00:45:00,2018-07-05T04:45:00,1530765900,0,16,803,c03n,Broken clouds,170,2.2,2.1
25.5,359.67,59,22.6,0,0,-26.58,0,n,0,1025.1,final,88,1025.85,0,0,24.7,2018-07-05T01:00:00,2018-07-05T05:00:00,1530766800,0,15,803,c03n,Broken clouds,175,2.2,2.1
25.3,273.49,68,22.5,0,0,-26.22,0,n,0,1025.125,final,89,1025.8375,0,0,24.4,2018-07-05T01:15:00,2018-07-05T05:15:00,1530767700,0,14,803,c03n,Broken clouds,180,2.2,2.1
25,187.32,78,22.4,0,0,-25.86,0,n,0,1025.1499,final,90,1025.825,0,0,24.2,2018-07-05T01:30:00,2018-07-05T05:30:00,1530768600,0,14,804,c04n,Overcast clouds,185,2.2,2.1
24.7,101.14,87,22.5,0,0,-25.49,0,n,0,1025.1749,final,92,1025.8125,0,0,23.9,2018-07-05T01:45:00,2018-07-05T05:45:00,1530769500,0,13,804,c04n,Overcast clouds,190,2.2,2.1
24.8,14.96,87,22.7,0,0,-25.13,0,n,0,1025.2,final,93,1025.8,0,0,23.9,2018-07-05T02:00:00,2018-07-05T06:00:00,1530770400,0,12,804,c04n,Overcast clouds,190,2.2,2.1
24.8,18.53,87,22.7,0,0,-24.06,0,n,0,1025.1499,final,93,1025.7925,0,0,23.9,2018-07-05T02:15:00,2018-07-05T06:15:00,1530771300,0,12,804,c04n,Overcast clouds,190,2,1.9
24.8,22.11,87,22.8,0,0,-22.99,0,n,0,1025.1,final,93,1025.785,0,0,24,2018-07-05T02:30:00,2018-07-05T06:30:00,1530772200,0,12,804,c04n,Overcast clouds,190,1.8,1.7
24.9,25.68,87,22.8,0,0,-21.92,0,n,0,1025.05,final,93,1025.7776,0,0,24,2018-07-05T02:45:00,2018-07-05T06:45:00,1530773100,0,11,804,c04n,Overcast clouds,190,1.6,1.5
25.1,29.25,93,23,0,0,-20.85,0,n,0,1025,final,93,1025.77,0,0,24.2,2018-07-05T03:00:00,2018-07-05T07:00:00,1530774000,0,11,804,c04n,Overcast clouds,205,0.8,0.75
25.3,32.44,100,23,0,0,-19.19,0,n,0,1024.9,final,92,1025.76,0,0,24.4,2018-07-05T03:15:00,2018-07-05T07:15:00,1530774900,0,11,804,c04n,Overcast clouds,215,2.4,2.3
25.3,35.62,93,23,0,0,-17.54,0,n,0,1024.8,final,92,1025.75,0,0,24.4,2018-07-05T03:30:00,2018-07-05T07:30:00,1530775800,0,12,804,c04n,Overcast clouds,230,1.3,1.3
25.3,38.81,87,22.8,0,0,-15.88,0,n,0,1024.7,final,91,1025.74,0,0,24.4,2018-07-05T03:45:00,2018-07-05T07:45:00,1530776700,0,13,804,c04n,Overcast clouds,240,2.8,2.6
25.2,41.99,87,22.7,0,0,-14.22,0,n,0,1024.6,final,90,1025.73,0,0,24.4,2018-07-05T04:00:00,2018-07-05T08:00:00,1530777600,0,13,804,c04n,Overcast clouds,225,2.5,2.35
25.2,44.78,87,22.7,0,0,-12.12,0,n,0,1024.6,final,90,1025.7224,0,0,24.4,2018-07-05T04:15:00,2018-07-05T08:15:00,1530778500,0,13,804,c04n,Overcast clouds,210,2.2,2.1
25.2,47.58,87,22.7,0,0,-10.02,0,n,0,1024.6,final,90,1025.715,0,0,24.4,2018-07-05T04:30:00,2018-07-05T08:30:00,1530779400,0,14,804,c04n,Overcast clouds,220,3.1,2.85
25.2,50.37,87,22.7,0,0,-7.92,0,n,0,1024.6,final,90,1025.7075,0,0,24.4,2018-07-05T04:45:00,2018-07-05T08:45:00,1530780300,0,14,804,c04n,Overcast clouds,230,3.9,3.6
25.1,53.16,87,22.5,0,0,-5.82,0,n,0,1024.6,final,90,1025.7,0,0,24.3,2018-07-05T05:00:00,2018-07-05T09:00:00,1530781200,0,14,804,c04n,Overcast clouds,230,3.6,3.35
25,55.64,87,22.5,7.06,56.67,-3.41,8.6,d,0,1024.7,final,90,1025.7625,0,10,24.2,2018-07-05T05:15:00,2018-07-05T09:15:00,1530782100,0,14,804,c04n,Overcast clouds,225,3.3,3.1
24.9,58.12,87,22.4,14.11,113.34,-1,17.2,d,0,1024.8,final,90,1025.825,0,20,24.1,2018-07-05T05:30:00,2018-07-05T09:30:00,1530783000,0,14,804,c04n,Overcast clouds,225,3.1,2.85
24.8,60.59,87,22.3,21.17,170.01,1.42,25.8,d,0,1024.9,final,90,1025.8875,0,30,24,2018-07-05T05:45:00,2018-07-05T09:45:00,1530783900,0.7,14,804,c04n,Overcast clouds,220,2.8,2.6
25,63.07,87,22.5,28.22,226.68,3.83,34.4,d,0,1025,final,90,1025.95,0,41,24.2,2018-07-05T06:00:00,2018-07-05T10:00:00,1530784800,0.7,15,804,c04n,Overcast clouds,240,2.8,2.6
25.2,65.35,87,22.5,36.85,309.59,6.46,74.2,d,0,1025.075,final,89,1026.0125,0,64,24.4,2018-07-05T06:15:00,2018-07-05T10:15:00,1530785700,0.7,16,804,c04d,Overcast clouds,260,2.8,2.6
25.2,67.63,87,22.3,45.48,392.51,9.09,114,d,0,1025.15,final,88,1026.075,0,87,24.4,2018-07-05T06:30:00,2018-07-05T10:30:00,1530786600,0.7,16,804,c04d,Overcast clouds,250,3.1,2.85
25.2,69.91,87,22.3,54.11,475.42,11.71,153.8,d,0,1025.2251,final,88,1026.1375,0,58,24.4,2018-07-05T06:45:00,2018-07-05T10:45:00,1530787500,0.7,16,804,c04d,Overcast clouds,240,3.3,3.1
25.3,72.19,87,22.2,62.74,558.33,14.34,193.6,d,0,1025.3,final,87,1026.2,0,73,24.5,2018-07-05T07:00:00,2018-07-05T11:00:00,1530788400,0.8,16,804,c04d,Overcast clouds,240,3.2,2.97
25.5,74.41,87,22.2,68.09,596.95,17.1,241.1,d,0,1025.3501,final,86,1026.25,0,91,24.7,2018-07-05T07:15:00,2018-07-05T11:15:00,1530789300,0.8,16,804,c04d,Overcast clouds,240,3.1,2.85
25.6,76.62,87,22.3,73.44,635.56,19.87,288.5,d,0,1025.4,final,86,1026.3,0,108,24.9,2018-07-05T07:30:00,2018-07-05T11:30:00,1530790200,0.9,16,804,c04d,Overcast clouds,240,2.9,2.72
25.8,78.84,87,22.3,78.79,674.18,22.63,336,d,0,1025.45,final,85,1026.35,0,126,25,2018-07-05T07:45:00,2018-07-05T11:45:00,1530791100,1,16,804,c04d,Overcast clouds,240,2.8,2.6
25.7,81.05,87,22.1,84.14,712.79,25.39,383.4,d,0,1025.5,final,84,1026.4,0,144,25,2018-07-05T08:00:00,2018-07-05T12:00:00,1530792000,1.1,16,804,c04d,Overcast clouds,240,2.8,2.6
26.1,83.38,87,22.3,87.92,735.31,28.22,430.8,d,0,1025.45,final,83,1026.3875,0,162,25.4,2018-07-05T08:15:00,2018-07-05T12:15:00,1530792900,1.2,16,804,c04d,Overcast clouds,215,2.4,2.23
26.5,85.7,87,22.4,91.69,757.83,31.05,478.1,d,0,1025.4,final,82,1026.375,0,179,25.7,2018-07-05T08:30:00,2018-07-05T12:30:00,1530793800,1.3,16,804,c04d,Overcast clouds,195,1.9,1.86
26.9,88.03,87,22.4,95.47,780.34,33.88,525.5,d,0,1025.3501,final,80,1026.3625,0,197,26.1,2018-07-05T08:45:00,2018-07-05T12:45:00,1530794700,1.5,16,804,c04d,Overcast clouds,170,1.6,1.5
26.8,90.35,87,22.2,99.24,802.86,36.71,572.8,d,0,1025.3,final,79,1026.35,0,215,26.1,2018-07-05T09:00:00,2018-07-05T13:00:00,1530795600,1.7,16,804,c04d,Overcast clouds,220,2.2,2.1
27,93.07,87,22.2,101.94,816.99,39.54,615.1,d,0,1025.3,final,78,1026.3375,0,231,26.3,2018-07-05T09:15:00,2018-07-05T13:15:00,1530796500,1.8,16,804,c04d,Overcast clouds,215,2,1.9
27.2,95.78,87,22.3,104.63,831.11,42.36,657.3,d,0,1025.3,final,78,1026.325,0,247,26.5,2018-07-05T09:30:00,2018-07-05T13:30:00,1530797400,2,16,804,c04d,Overcast clouds,205,1.8,1.7
28.9,98.5,87,22.3,107.33,845.24,45.19,699.6,d,0,1025.3,final,77,1026.3125,0,263,26.7,2018-07-05T09:45:00,2018-07-05T13:45:00,1530798300,2.2,16,804,c04d,Overcast clouds,200,1.6,1.5
29.6,101.21,87,22.5,110.02,859.36,48.01,741.8,d,0,1025.3,final,76,1026.3,0,278,27.1,2018-07-05T10:00:00,2018-07-05T14:00:00,1530799200,2.5,16,804,c04d,Overcast clouds,205,1.8,1.77
30.2,104.89,87,22.4,111.85,868.15,50.71,775,d,0,1025.125,final,74,1026.15,0,291,27.5,2018-07-05T10:15:00,2018-07-05T14:15:00,1530800100,2.7,16,804,c04d,Overcast clouds,210,2.1,2.04
30.7,108.56,87,22.4,113.69,876.94,53.4,808.2,d,0,1024.95,final,72,1026,0,303,27.9,2018-07-05T10:30:00,2018-07-05T14:30:00,1530801000,2.9,16,804,c04d,Overcast clouds,210,2.5,2.32
31.1,112.24,87,22.1,115.52,885.72,56.1,841.4,d,0,1024.775,final,69,1025.85,0,317,28.3,2018-07-05T10:45:00,2018-07-05T14:45:00,1530801900,3.1,16,804,c04d,Overcast clouds,215,2.8,2.6
31.9,115.91,87,22.1,117.35,894.51,58.79,874.7,d,0,1024.6,final,67,1025.7,0,329,28.9,2018-07-05T11:00:00,2018-07-05T15:00:00,1530802800,3.3,16,804,c04d,Overcast clouds,220,2.8,2.6
32.5,121.85,87,21.9,118.42,899.38,61.06,895.9,d,0,1024.525,final,64,1025.575,0,338,29.4,2018-07-05T11:15:00,2018-07-05T15:15:00,1530803700,3.5,16,804,c04d,Overcast clouds,225,2.8,2.6
33.3,127.79,87,21.9,119.49,904.24,63.32,917.2,d,0,1024.45,final,62,1025.45,0,346,30,2018-07-05T11:30:00,2018-07-05T15:30:00,1530804600,3.6,16,804,c04d,Overcast clouds,225,2.8,2.6
33.8,133.72,87,21.7,120.56,909.11,65.59,938.5,d,0,1024.375,final,59,1025.325,0,355,30.6,2018-07-05T11:45:00,2018-07-05T15:45:00,1530805500,3.8,16,804,c04d,Overcast clouds,230,2.8,2.6
34.2,139.66,87,21.3,121.63,913.97,67.85,959.8,d,0,1024.3,final,56,1025.2,0,364,31.1,2018-07-05T12:00:00,2018-07-05T16:00:00,1530806400,3.9,16,804,c04d,Overcast clouds,230,3.3,3.1
34.8,149.49,87,21.2,121.99,915.57,68.89,967.3,d,0,1024.125,final,54,1025.0499,0,368,31.7,2018-07-05T12:15:00,2018-07-05T16:15:00,1530807300,4,16,804,c04d,Overcast clouds,225,3.9,3.59
35.6,159.32,87,21.4,122.36,917.18,69.93,974.8,d,0,1023.95,final,53,1024.8999,0,370,32.3,2018-07-05T12:30:00,2018-07-05T16:30:00,1530808200,4.1,16,804,c04d,Overcast clouds,225,4.5,4.09
36.4,169.15,87,21.6,122.72,918.78,70.96,982.3,d,0,1023.775,final,52,1024.75,0,372,32.8,2018-07-05T12:45:00,2018-07-05T16:45:00,1530809100,4.1,16,804,c04d,Overcast clouds,220,5.1,4.59
34.8,178.98,78,20.5,123.08,920.38,72,989.8,d,0,1023.6,final,50,1024.6,0,551,32.3,2018-07-05T13:00:00,2018-07-05T17:00:00,1530810000,4.8,16,804,c04d,Overcast clouds,205,5.1,4.59
34.3,188.96,68,20.6,122.75,918.92,71.04,983,d,0,1023.475,final,52,1024.45,0,688,31.7,2018-07-05T13:15:00,2018-07-05T17:15:00,1530810900,5.5,16,803,c03d,Broken clouds,190,5.1,4.59
33.9,198.94,59,21,122.42,917.46,70.09,976.1,d,0,1023.35,final,55,1024.3,0,773,31.1,2018-07-05T13:30:00,2018-07-05T17:30:00,1530811800,6,16,803,c03d,Broken clouds,175,5.1,4.59
33.6,208.91,50,21.4,122.09,915.99,69.13,969.2,d,0,1023.225,final,58,1024.15,0,828,30.6,2018-07-05T13:45:00,2018-07-05T17:45:00,1530812700,6.6,16,803,c03d,Broken clouds,160,7.7,4.59
34,218.89,50,21.9,121.76,914.53,68.17,962.3,d,0,1023.1,final,60,1024,0,821,30.6,2018-07-05T14:00:00,2018-07-05T18:00:00,1530813600,6.5,16,803,c03d,Broken clouds,160,7.7,4.59
34.3,224.98,50,22.1,120.72,909.82,65.94,941.6,d,0,1022.89996,final,60,1023.825,0,802,30.8,2018-07-05T14:15:00,2018-07-05T18:15:00,1530814500,6.2,16,803,c03d,Broken clouds,155,7.7,4.76
34.7,231.06,50,22.3,119.68,905.11,63.71,920.9,d,0,1022.69995,final,60,1023.65,0,784,30.9,2018-07-05T14:30:00,2018-07-05T18:30:00,1530815400,6,16,803,c03d,Broken clouds,145,7.7,4.93
35.3,237.15,50,22.7,118.64,900.4,61.48,900.2,d,0,1022.5,final,61,1023.475,0,765,31.1,2018-07-05T14:45:00,2018-07-05T18:45:00,1530816300,5.7,16,803,c03d,Broken clouds,140,7.7,5.09
35,243.23,50,22.6,117.6,895.69,59.25,879.5,d,0,1022.3,final,61,1023.3,0,748,31,2018-07-05T15:00:00,2018-07-05T19:00:00,1530817200,5.5,16,803,c03d,Broken clouds,145,5.9,5.25
35,246.97,50,22.7,115.81,887.1,56.57,846.8,d,0,1022.2,final,62,1023.175,0,720,30.9,2018-07-05T15:15:00,2018-07-05T19:15:00,1530818100,5.1,16,803,c03d,Broken clouds,145,6.1,5.4
34.7,250.72,50,22.6,114.01,878.51,53.88,814.1,d,0,1022.1,final,62,1023.05,0,692,30.7,2018-07-05T15:30:00,2018-07-05T19:30:00,1530819000,4.8,16,803,c03d,Broken clouds,150,6.3,5.55
34.5,254.46,50,22.5,112.22,869.91,51.2,781.3,d,0,1022,final,62,1022.925,0,665,30.6,2018-07-05T15:45:00,2018-07-05T19:45:00,1530819900,4.4,16,803,c03d,Broken clouds,150,7.9,5.7
35,258.2,50,22.9,110.42,861.32,48.51,748.6,d,0,1021.9,final,63,1022.8,0,636,30.7,2018-07-05T16:00:00,2018-07-05T20:00:00,1530820800,4.1,16,803,c03d,Broken clouds,150,8,5.3
35.3,260.94,50,23,107.77,847.47,45.69,706.6,d,0,1021.575,final,63,1022.525,0,600,30.9,2018-07-05T16:15:00,2018-07-05T20:15:00,1530821700,3.7,16,803,c03d,Broken clouds,150,8.1,4.9
35.5,263.68,50,23.1,105.11,833.63,42.87,664.7,d,0,1021.25,final,63,1022.25,0,564,31,2018-07-05T16:30:00,2018-07-05T20:30:00,1530822600,3.4,16,803,c03d,Broken clouds,150,8.1,4.5
35.8,266.42,50,23.2,102.46,819.78,40.04,622.8,d,0,1020.925,final,63,1021.975,0,528,31.1,2018-07-05T16:45:00,2018-07-05T20:45:00,1530823500,3.1,16,803,c03d,Broken clouds,150,8.2,4.09
35.8,269.16,50,23.2,99.8,805.93,37.22,580.8,d,0,1020.6,final,63,1021.7,0,492,31.1,2018-07-05T17:00:00,2018-07-05T21:00:00,1530824400,2.8,16,803,c03d,Broken clouds,150,4.7,4.22
35.8,271.5,50,23.2,96.08,783.88,34.39,533.6,d,0,1020.425,final,63,1021.525,0,452,31.1,2018-07-05T17:15:00,2018-07-05T21:15:00,1530825300,2.5,16,803,c03d,Broken clouds,150,4.8,4.34
35.8,273.83,50,23.2,92.36,761.83,31.55,486.4,d,0,1020.25,final,63,1021.35,0,412,31.1,2018-07-05T17:30:00,2018-07-05T21:30:00,1530826200,2.2,16,803,c03d,Broken clouds,150,5,4.47
35.8,276.17,50,23.2,88.63,739.77,28.72,439.1,d,0,1020.075,final,63,1021.175,0,372,31.1,2018-07-05T17:45:00,2018-07-05T21:45:00,1530827100,2,16,803,c03d,Broken clouds,150,5.1,4.59
35.2,278.5,50,23,84.91,717.72,25.88,391.9,d,0,1019.9,final,63,1021,0,333,30.8,2018-07-05T18:00:00,2018-07-05T22:00:00,1530828000,1.8,16,803,c03d,Broken clouds,155,5.6,5
34.9,280.72,50,23,79.64,680.08,23.11,344.3,d,0,1019.825,final,64,1020.925,0,292,30.6,2018-07-05T18:15:00,2018-07-05T22:15:00,1530828900,1.6,16,803,c03d,Broken clouds,155,6.1,5.4
34.7,282.93,50,23.2,74.38,642.44,20.34,296.6,d,0,1019.75,final,66,1020.85,0,251,30.3,2018-07-05T18:30:00,2018-07-05T22:30:00,1530829800,1.5,16,803,c03d,Broken clouds,160,6.6,5.8
34.6,285.15,50,23.4,69.11,604.8,17.57,249,d,0,1019.675,final,68,1020.775,0,211,30,2018-07-05T18:45:00,2018-07-05T22:45:00,1530830700,1.4,16,803,c03d,Broken clouds,160,7.2,6.2
34.8,287.36,50,23.7,63.84,567.16,14.8,201.4,d,0,1019.6,final,69,1020.7,0,170,30,2018-07-05T19:00:00,2018-07-05T23:00:00,1530831600,1.3,16,803,c03d,Broken clouds,165,6.6,5.8
34.8,289.63,50,23.7,55.43,487.45,12.16,161,d,0,1019.64996,final,69,1020.625,0,136,30,2018-07-05T19:15:00,2018-07-05T23:15:00,1530832500,1.2,16,803,c03d,Broken clouds,170,6.1,5.4
34.8,291.91,50,23.7,47.02,407.75,9.53,120.5,d,0,1019.69995,final,69,1020.55005,0,102,30,2018-07-05T19:30:00,2018-07-05T23:30:00,1530833400,1.2,16,803,c03d,Broken clouds,175,5.6,5
34.8,294.18,50,23.7,38.61,328.04,6.89,80.1,d,0,1019.75,final,69,1020.47504,0,68,30,2018-07-05T19:45:00,2018-07-05T23:45:00,1530834300,1.2,16,803,c03d,Broken clouds,180,5.1,4.59
34.8,296.45,50,23.7,30.2,248.33,4.25,39.6,d,0,1019.8,final,69,1020.4,0,33,30,2018-07-05T20:00:00,2018-07-06T00:00:00,1530835200,1.1,16,803,c03n,Broken clouds,180,5.1,4.59
34.1,298.92,50,23.3,22.65,186.25,1.83,29.7,d,0,1019.65,final,68,1020.375,0,25,29.8,2018-07-05T20:15:00,2018-07-06T00:15:00,1530836100,1.1,16,803,c03n,Broken clouds,180,5.8,5.13
33.7,301.39,50,23.1,15.1,124.17,-0.6,19.8,d,0,1019.5,final,68,1020.35,0,17,29.6,2018-07-05T20:30:00,2018-07-06T00:30:00,1530837000,0,16,803,c03n,Broken clouds,180,6.5,5.66
33.2,303.85,50,22.9,7.55,62.08,-3.03,9.9,d,0,1019.35,final,68,1020.325,0,8,29.4,2018-07-05T20:45:00,2018-07-06T00:45:00,1530837900,0,16,803,c03n,Broken clouds,180,7.2,6.2
32.4,306.32,50,22.4,0,0,-5.45,0,n,0,1019.2,final,67,1020.3,0,0,29.1,2018-07-05T21:00:00,2018-07-06T01:00:00,1530838800,0,16,803,c03n,Broken clouds,185,7.2,6.2
32.1,309.1,50,22.3,0,0,-7.57,0,n,0,1019.3,final,68,1020.4,0,0,28.9,2018-07-05T21:15:00,2018-07-06T01:15:00,1530839700,0,16,803,c03n,Broken clouds,185,7.2,6.2
31.5,311.88,50,22.1,0,0,-9.69,0,n,0,1019.4,final,68,1020.5,0,0,28.6,2018-07-05T21:30:00,2018-07-06T01:30:00,1530840600,0,16,803,c03n,Broken clouds,190,7.2,6.2
31,314.65,50,21.8,0,0,-11.81,0,n,0,1019.5,final,68,1020.6,0,0,28.3,2018-07-05T21:45:00,2018-07-06T01:45:00,1530841500,0,16,803,c03n,Broken clouds,190,7.2,6.2
30.6,317.43,50,21.8,0,0,-13.93,0,n,0,1019.6,final,69,1020.7,0,0,28,2018-07-05T22:00:00,2018-07-06T02:00:00,1530842400,0,16,803,c03n,Broken clouds,195,7.2,6.2
30.2,320.6,50,21.8,0,0,-15.61,0,n,0,1019.6,final,70,1020.7,0,0,27.8,2018-07-05T22:15:00,2018-07-06T02:15:00,1530843300,0,16,803,c03n,Broken clouds,195,7.2,6.2
29.9,323.77,50,22,0,0,-17.3,0,n,0,1019.6,final,72,1020.7,0,0,27.5,2018-07-05T22:30:00,2018-07-06T02:30:00,1530844200,0,16,803,c03n,Broken clouds,200,7.2,6.2
29.5,326.93,50,21.9,0,0,-18.98,0,n,0,1019.6,final,73,1020.7,0,0,27.2,2018-07-05T22:45:00,2018-07-06T02:45:00,1530845100,0,16,803,c03n,Broken clouds,200,7.2,6.2
29.6,330.1,43,22.2,0,0,-20.66,0,n,0,1019.6,final,74,1020.7,0,0,27.2,2018-07-05T23:00:00,2018-07-06T03:00:00,1530846000,0,16,803,c03n,Broken clouds,200,7,6.07
29.6,333.66,37,22.2,0,0,-21.77,0,n,0,1019.5,final,74,1020.55,0,0,27.2,2018-07-05T23:15:00,2018-07-06T03:15:00,1530846900,0,16,802,c02n,Scattered clouds,200,6.8,5.95
29.6,337.22,31,22.2,0,0,-22.87,0,n,0,1019.4,final,74,1020.4,0,0,27.2,2018-07-05T23:30:00,2018-07-06T03:30:00,1530847800,0,16,802,c02n,Scattered clouds,200,6.7,5.82
29.6,340.78,25,22.2,0,0,-23.98,0,n,0,1019.3,final,74,1020.25,0,0,27.2,2018-07-05T23:45:00,2018-07-06T03:45:00,1530848700,0,16,802,c02n,Scattered clouds,200,6.5,5.7
29.3,344.34,31,22,0,0,-25.08,0,n,0,1019.2,final,74,1020.1,0,0,27.1,2018-07-06T00:00:00,2018-07-06T04:00:00,1530849600,0,16,802,c02n,Scattered clouds,205,6.7,5.82
29.2,348.16,37,22.1,0,0,-25.48,0,n,0,1019.1375,final,75,1020.05,0,0,26.9,2018-07-06T00:15:00,2018-07-06T04:15:00,1530850500,0,16,802,c02n,Scattered clouds,205,6.8,5.95
29,351.98,43,22.2,0,0,-25.88,0,n,0,1019.075,final,76,1020,0,0,26.8,2018-07-06T00:30:00,2018-07-06T04:30:00,1530851400,0,16,803,c03n,Broken clouds,210,7,6.07
28.9,355.8,50,22.5,0,0,-26.28,0,n,0,1019.0125,final,78,1019.95,0,0,26.7,2018-07-06T00:45:00,2018-07-06T04:45:00,1530852300,0,16,803,c03n,Broken clouds,210,7.2,6.2
27.3,359.62,59,22.6,0,0,-26.68,0,n,0,1018.95,final,79,1019.9,0,0,26.5,2018-07-06T01:00:00,2018-07-06T05:00:00,1530853200,0,16,803,c03n,Broken clouds,210,7.5,6.45
27.1,273.45,68,22.6,0,0,-26.32,0,n,0,1018.8875,final,80,1019.85004,0,0,26.4,2018-07-06T01:15:00,2018-07-06T05:15:00,1530854100,0,16,803,c03n,Broken clouds,205,7.8,6.7
27,187.28,78,22.9,0,0,-25.96,0,n,0,1018.825,final,82,1019.80005,0,0,26.2,2018-07-06T01:30:00,2018-07-06T05:30:00,1530855000,0,16,804,c04n,Overcast clouds,205,8.2,6.95
26.8,101.11,87,22.9,0,0,-25.6,0,n,0,1018.7625,final,83,1019.75,0,0,26,2018-07-06T01:45:00,2018-07-06T05:45:00,1530855900,0,16,804,c04n,Overcast clouds,200,12.4,7.2
27,14.94,87,23.2,0,0,-25.24,0,n,0,1018.7,final,84,1019.7,0,0,26.1,2018-07-06T02:00:00,2018-07-06T06:00:00,1530856800,0,16,804,c04n,Overcast clouds,200,12.5,7.2
27,18.52,87,23.2,0,0,-24.17,0,n,0.125,1018.575,final,84,1019.55,0,0,26.1,2018-07-06T02:15:00,2018-07-06T06:15:00,1530857700,0,16,804,c04n,Overcast clouds,205,12.7,6.86
27,22.1,87,23.2,0,0,-23.1,0,n,0.25,1018.45,final,84,1019.4,0,0,26.1,2018-07-06T02:30:00,2018-07-06T06:30:00,1530858600,0,16,804,c04n,Overcast clouds,205,12.8,6.53
27,25.67,87,23.2,0,0,-22.02,0,n,0.375,1018.325,final,84,1019.25,0,0,26.1,2018-07-06T02:45:00,2018-07-06T06:45:00,1530859500,0,16,804,c04n,Overcast clouds,210,12.9,6.2
